0 -42.2065 31 -10 0
33.3333 -43.5668 32 -9 0
66.6667 -76.4336 65 -10 0
100 -110.209 101 -9 0
133.333 -143.053 130 -10 0
166.667 -175.897 163 -10 0
200 -209.946 197 -10 0
233.333 -242.79 231 -10 0
266.667 -275.614 267 -12 0
300 -309.348 300 -10 0
333.333 -342.489 333 -12 0
366.667 -375.322 366 -9 0
400 -409.038 397 -10 0
433.333 -441.846 433 -9 0
466.667 -474.674 466 -10 0
500 -508.692 500 -12 0
533.333 -541.485 532 -9 0
566.667 -574.294 565 -10 0
600 -607.991 599 -10 0
633.333 -641.085 632 -10 0
666.667 -673.856 662 -10 0
700 -707.568 699 -9 0
733.333 -740.329 732 -10 0
766.667 -773.09 766 -9 0
800 -807.066 798 -10 0
833.333 -839.803 831 -9 0
866.667 -872.532 864 -9 0
900 -906.192 899 -10 0
933.333 -939.25 931 -9 0
966.667 -971.984 963 -10 0
1000 -1005.6 997 -9 0
1033.33 -1038.32 1029 -10 0
1066.67 -1071.02 1064 -10 0
1100 -1104.93 1098 -10 0
1133.33 -1137.64 1130 -12 0
1166.67 -1170.33 1163 -9 0
1200 -1203.92 1195 -9 0
1233.33 -1236.92 1230 -10 0
1266.67 -1269.62 1260 -10 0
1300 -1303.22 1296 -9 0
1333.33 -1335.88 1329 -10 0
1366.67 -1368.56 1359 -10 0
1400 -1402.39 1396 -10 0
1433.33 -1435.1 1428 -9 0
1466.67 -1467.73 1461 -10 0
1500 -1501.31 1494 -9 0
1533.33 -1533.06 1528 -9 0
1566.67 -1566.06 1560 -10 0
1600 -1600 1593 -10 0
1633.33 -1632.88 1625 -9 0
1666.67 -1665.68 1660 -9 0
1700 -1699.64 1693 -9 0
1733.33 -1732.4 1724 -10 0
1766.67 -1765.07 1757 -12 0
1800 -1798.68 1793 -9 0
1833.33 -1831.61 1826 -10 0
1866.67 -1864.23 1857 -9 0
1900 -1897.8 1892 -10 0
1933.33 -1930.42 1922 -9 0
1966.67 -1962.97 1956 -10 0
