-100 98.8171 -2940 -1396 1 -4781.59
-97.5 96.328 -2850 -1396 1 -4796.45
-95 93.8285 -2788 -1397 1 -4811.39
-92.5 91.3245 -2683 -1397 1 -4826.39
-90 88.8216 -2612 -1396 1 -4841.29
-87.5 86.3223 -2561 -1397 1 -4856.27
-85 83.8234 -2469 -1398 1 -4871.24
-82.5 81.3287 -2385 -1396 1 -4886.09
-80 78.8263 -2314 -1397 1 -4901.14
-77.5 76.3188 -2265 -1397 1 -4916.05
-75 73.8186 -2177 -1396 1 -4931.07
-72.5 71.3222 -2108 -1397 1 -4945.98
-70 68.8337 -2047 -1398 1 -4960.84
-67.5 66.3441 -1950 -1398 1 -4975.83
-65 63.8305 -1887 -1398 1 -4990.84
-62.5 61.3113 -1791 -1397 1 -5005.82
-60 58.8248 -1737 -1397 1 -5020.78
-57.5 56.328 -1673 -1397 1 -5035.64
-55 53.8367 -1573 -1397 1 -5050.59
-52.5 51.3263 -1501 -1398 1 -5065.55
-50 48.799 -1430 -1398 1 -5080.63
-47.5 46.3013 -1373 -1397 1 -5095.6
-45 43.822 -1276 -1398 1 -5110.5
-42.5 41.3367 -1209 -1397 1 -5125.37
-40 38.8169 -1149 -1398 1 -5140.38
-37.5 36.309 -1072 -1397 1 -5155.39
-35 33.7902 -982 -1397 1 -5170.44
-32.5 31.2923 -926 -1396 1 -5185.45
-30 28.7212 -839 -1397 1 -5200.75
-27.5 26.7308 -777 -1397 1 -5212.69
-25 23.8151 -670 -1398 1 -5230.05
-22.5 21.2586 -604 -1397 1 -5245.24
-20 18.7532 -533 -1398 1 -5260.29
-17.5 16.2151 -461 -1398 1 -5275.03
-15 13.7541 -389 -1398 1 -5290.22
-12.5 11.1135 -336 -1397 1 -5305.96
-10 9.99342 -284 -1397 1 -5312.3
-7.5 7.49353 -208 -1397 1 -5327.2
-5 4.99365 -136 -1398 1 -5342.11
-2.5 2.49361 -59 -1398 1 -5357.04
0 -6.786e-06 13 -1397 1 -5371.94
2.5 -2.50635 86 -1397 1 -5386.99
5 -5.00636 161 -1397 1 -5401.94
7.5 -7.50631 238 -1398 1 -5416.85
10 -10.0064 311 -1397 1 -5431.83
12.5 -13.8283 422 -1397 1 -5454.75
15 -16.3318 498 -1398 1 -5469.73
17.5 -18.8191 578 -1397 1 -5484.65
20 -21.3086 640 -1397 1 -5499.61
22.5 -23.8139 718 -1398 1 -5514.5
25 -26.3207 786 -1397 1 -5529.52
27.5 -28.8294 883 -1397 1 -5544.48
30 -31.3254 950 -1398 1 -5559.48
32.5 -33.8213 1009 -1398 1 -5574.45
35 -36.3044 1094 -1397 1 -5589.3
37.5 -38.8217 1162 -1397 1 -5604.28
40 -41.3223 1259 -1398 1 -5619.32
42.5 -43.8262 1323 -1397 1 -5634.29
45 -46.3257 1403 -1398 1 -5649.22
47.5 -48.8255 1453 -1397 1 -5664.13
50 -51.325 1536 -1396 1 -5679.11
52.5 -53.8193 1627 -1396 1 -5694.05
55 -56.3343 1702 -1398 1 -5709.06
57.5 -58.8291 1749 -1398 1 -5724.02
60 -61.3073 1831 -1397 1 -5738.9
62.5 -63.8103 1921 -1397 1 -5753.95
65 -66.3176 1982 -1397 1 -5768.93
67.5 -68.836 2065 -1398 1 -5784
70 -71.3317 2122 -1398 1 -5798.89
72.5 -73.8248 2209 -1397 1 -5813.83
75 -76.3125 2276 -1397 1 -5828.71
77.5 -78.8189 2343 -1397 1 -5843.8
80 -81.3257 2427 -1397 1 -5858.81
82.5 -83.8201 2496 -1396 1 -5873.79
85 -86.3189 2584 -1398 1 -5888.71
87.5 -88.8142 2657 -1396 1 -5903.65
90 -91.3144 2714 -1398 1 -5918.61
92.5 -93.8332 2812 -1398 1 -5933.68
95 -96.3297 2871 -1398 1 -5948.68
97.5 -98.8154 2950 -1398 1 -5963.57
