0 -2.35528 75 -6 0
50 -3.22698 100 -4 0
100 -6.6427 200 -4 0
150 -10.0555 300 -4 0
200 -13.4639 400 -6 0
250 -16.8723 502 -4 0
300 -20.258 603 -4 0
350 -23.6642 701 -4 0
400 -27.0664 800 -4 0
450 -30.4676 902 -6 0
500 -33.87 1000 -6 0
550 -37.2679 1103 -4 0
600 -40.6446 1202 -6 0
650 -44.0407 1301 -4 0
700 -47.4342 1401 -6 0
750 -50.8256 1501 -6 0
800 -54.2174 1600 -6 0
850 -57.605 1700 -6 0
900 -60.9693 1799 -6 0
950 -64.3563 1896 -6 0
1000 -67.7398 1999 -6 0
1050 -71.1215 2098 -6 0
1100 -74.5018 2197 -6 0
1150 -77.8806 2297 -6 0
1200 -81.2354 2397 -6 0
1250 -84.6125 2497 -4 0
1300 -87.9868 2597 -4 0
1350 -91.3572 2695 -6 0
1400 -94.7297 2796 -6 0
1450 -98.0991 2894 -6 0
1500 -101.445 2993 -6 0
1550 -104.802 3092 -4 0
1600 -108.166 3190 -6 0
1650 -111.523 3289 -4 0
1700 -114.882 3388 -4 0
1750 -118.245 3491 -4 0
1800 -121.579 3587 -6 0
1850 -124.933 3685 -4 0
1900 -128.291 3787 -6 0
1950 -131.641 3885 -6 0
2000 -134.988 3983 -6 0
2050 -138.34 4083 -4 0
2100 -141.662 4180 -6 0
2150 -144.999 4279 -4 0
2200 -148.343 4378 -4 0
2250 -151.681 4477 -6 0
2300 -155.023 4572 -6 0
2350 -158.358 4676 -6 0
2400 -161.67 4771 -7 0
2450 -165 4871 -6 0
2500 -168.338 4970 -4 0
2550 -171.664 4998 -6 0
2600 -174.987 4998 -7 0
2650 -178.293 4998 -4 0
2700 -181.615 4998 -4 0
2750 -184.94 4998 -6 0
2800 -188.26 4998 -6 0
2850 -191.579 4998 -3 0
2900 -194.897 4998 -4 0
2950 -198.195 4998 -4 0
3000 -201.511 4998 -4 0
3050 -204.814 4998 -6 0
3100 -208.129 4998 -4 0
3150 -211.434 4998 -6 0
3200 -214.739 4998 -4 0
3250 -218.02 4998 -4 0
3300 -221.319 4998 -6 0
3350 -224.616 4998 -6 0
3400 -227.913 4998 -4 0
3450 -231.208 4998 -4 0
3500 -234.496 4998 -4 0
3550 -237.775 4998 -6 0
3600 -241.062 4998 -4 0
3650 -244.353 4998 -4 0
3700 -247.643 4998 -4 0
3750 -250.928 4998 -4 0
3800 -254.212 4998 -6 0
3850 -257.471 4998 -6 0
3900 -260.747 4998 -4 0
3950 -264.025 4998 -4 0
