0 2.3063 -73 -3 0
50 3.10858 -95 -3 0
100 6.42328 -194 -2 0
150 9.73686 -291 -3 0
200 13.0498 -389 -3 0
250 16.3613 -487 -3 0
300 19.6524 -584 -4 0
350 22.9664 -682 -3 0
400 26.2778 -780 -2 0
450 29.5893 -878 -3 0
500 32.9028 -976 -3 0
550 36.2126 -1074 -2 0
600 39.5029 -1168 -3 0
650 42.8154 -1268 -4 0
700 46.1263 -1365 -1 0
750 49.4361 -1464 -3 0
800 52.7485 -1560 -2 0
850 56.058 -1657 -3 0
900 59.347 -1755 -3 0
950 62.6578 -1850 -2 0
1000 65.9675 -1950 -2 0
1050 69.2762 -2048 -3 0
1100 72.5856 -2148 -3 0
1150 75.8941 -2246 -3 0
1200 79.1826 -2342 -1 0
1250 82.4918 -2440 -3 0
1300 85.7996 -2537 -1 0
1350 89.107 -2635 -3 0
1400 92.4146 -2734 -2 0
1450 95.7207 -2830 -2 0
1500 99.0071 -2929 -2 0
1550 102.314 -3026 -2 0
1600 105.64 -3125 -3 0
1650 108.949 -3222 -3 0
1700 112.256 -3320 -1 0
1750 115.559 -3417 -2 0
1800 118.844 -3516 -3 0
1850 122.146 -3612 -3 0
1900 125.453 -3712 -2 0
1950 128.757 -3808 -2 0
2000 132.062 -3908 -2 0
2050 135.368 -4007 -3 0
2100 138.648 -4104 -1 0
2150 141.952 -4200 -3 0
2200 145.257 -4300 -4 0
2250 148.558 -4396 -2 0
2300 151.859 -4495 -3 0
2350 155.162 -4593 -3 0
2400 158.444 -4692 -2 0
2450 161.743 -4790 -3 0
2500 165.047 -4886 -4 0
2550 168.348 -4985 -2 0
2600 171.643 -5000 -3 0
2650 174.922 -5000 -3 0
2700 178.205 -5000 -3 0
2750 181.408 -5000 -3 0
2800 184.177 -5000 -2 0
2850 185.929 -5000 -3 0
2900 186.668 -5000 -3 0
2950 186.961 -5000 -3 0
3000 187.067 -5000 -3 0
3050 187.11 -5000 -2 0
3100 187.13 -5000 -2 0
3150 187.148 -5000 -3 0
3200 187.169 -5000 -3 0
3250 187.166 -5000 -3 0
3300 187.185 -5000 -6 0
3350 187.208 -5000 -3 0
3400 187.225 -5000 -3 0
3450 187.235 -5000 -2 0
3500 187.236 -5000 -1 0
3550 187.241 -5000 -2 0
3600 187.256 -5000 -3 0
3650 187.251 -5000 -4 0
3700 187.264 -5000 -3 0
3750 187.266 -5000 -3 0
3800 187.264 -5000 -3 0
3850 187.275 -5000 -3 0
3900 187.27 -5000 -3 0
3950 187.281 -5000 -2 0
