'Date',2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25
'ADC_I_MON_OFFSET_10',439.0,621.0,583.0,559.0,557.0,538.0,632.0,588.0,705.0,564.0,1043.0,601.0,646.0,690.0,626.0,645.0,661.0,722.0,479.0,778.0
'DAC_CURRENT_GAIN_10',655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0
'DAC_CURRENT_OFFSET_10',-3.0,-3.0,-3.0,-4.0,-4.0,-3.0,-4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-3.0,-3.0,-3.0
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
'DAC_VOLTAGE_GAIN_11',-41592.0,-41594.0,-41594.0,-41605.0,-41605.0,-41603.0,-41603.0,-41603.0,-41604.0,-41601.0,-41602.0,-41602.0,-41600.0,-41601.0,-41601.0,-41602.0,-41601.0,-41600.0,-41592.0,-41593.0
'DAC_VOLTAGE_OFFSET_11',641533.0,641505.0,641509.0,641457.0,641460.0,641469.0,641482.0,641469.0,641477.0,641493.0,641484.0,641497.0,641486.0,641488.0,641492.0,641501.0,641500.0,641515.0,641537.0,641532.0
'ADC_U_LOAD_GAIN_11',2754.0,2754.0,2754.0,2753.0,2753.0,2753.0,2753.0,2753.0,2753.0,2753.0,2753.0,2754.0,2753.0,2754.0,2754.0,2753.0,2754.0,2753.0,2754.0,2754.0
'ADC_U_LOAD_OFFSET_11',-576.0,-582.0,-575.0,-502.0,-505.0,-506.0,-542.0,-484.0,-506.0,-525.0,-515.0,-493.0,-512.0,-501.0,-512.0,-541.0,-496.0,-535.0,-577.0,-572.0
'ADC_U_REGULATOR_GAIN_11',1887.0,1886.0,1886.0,1886.0,1886.0,1887.0,1886.0,1886.0,1886.0,1887.0,1886.0,1886.0,1886.0,1886.0,1886.0,1886.0,1887.0,1886.0,1887.0,1887.0
'ADC_U_REGULATOR_OFFSET_11',-504.0,-519.0,-510.0,-438.0,-452.0,-450.0,-450.0,-458.0,-458.0,-462.0,-457.0,-458.0,-469.0,-470.0,-467.0,-463.0,-451.0,-481.0,-512.0,-507.0
'ADC_I_MON_GAIN_11',-296903.0,-296945.0,-296780.0,-296798.0,-296440.0,-296763.0,-296436.0,-297084.0,-297115.0,-296576.0,-296385.0,-296920.0,-296615.0,-297059.0,-296855.0,-296707.0,-296963.0,-296673.0,-296724.0,-297150.0
'ADC_I_MON_OFFSET_11',107.0,184.0,166.0,110.0,257.0,370.0,300.0,211.0,164.0,230.0,140.0,308.0,264.0,167.0,280.0,69.0,485.0,290.0,262.0,322.0
'DAC_CURRENT_GAIN_11',654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0,654.0
'DAC_CURRENT_OFFSET_11',6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
'DAC_VOLTAGE_GAIN_12',21965.0,21964.0,21964.0,21962.0,21962.0,21963.0,21963.0,21963.0,21963.0,21963.0,21963.0,21964.0,21963.0,21964.0,21964.0,21964.0,21964.0,21964.0,21965.0,21965.0
'DAC_VOLTAGE_OFFSET_12',262.0,240.0,237.0,138.0,139.0,157.0,160.0,152.0,153.0,176.0,171.0,173.0,178.0,178.0,179.0,174.0,179.0,190.0,264.0,258.0
'ADC_U_LOAD_GAIN_12',2608.0,2608.0,2607.0,2608.0,2608.0,2608.0,2607.0,2607.0,2607.0,2607.0,2607.0,2607.0,2608.0,2607.0,2607.0,2608.0,2608.0,2607.0,2607.0,2607.0
'ADC_U_LOAD_OFFSET_12',-583.0,-575.0,-539.0,-506.0,-520.0,-514.0,-472.0,-498.0,-503.0,-492.0,-475.0,-500.0,-539.0,-515.0,-533.0,-557.0,-545.0,-483.0,-539.0,-513.0
'ADC_U_REGULATOR_GAIN_12',2593.0,2593.0,2593.0,2593.0,2593.0,2593.0,2593.0,2594.0,2593.0,2593.0,2594.0,2594.0,2593.0,2593.0,2594.0,2593.0,2593.0,2593.0,2593.0,2593.0
'ADC_U_REGULATOR_OFFSET_12',-503.0,-527.0,-488.0,-487.0,-462.0,-446.0,-499.0,-508.0,-471.0,-496.0,-535.0,-518.0,-466.0,-472.0,-514.0,-494.0,-497.0,-485.0,-503.0,-516.0
'ADC_I_MON_GAIN_12',-296425.0,-297082.0,-296909.0,-295354.0,-296086.0,-295464.0,-296239.0,-296102.0,-296181.0,-296555.0,-296486.0,-295222.0,-297140.0,-295521.0,-295042.0,-296003.0,-296573.0,-296916.0,-297138.0,-297144.0
'ADC_I_MON_OFFSET_12',-1180.0,-430.0,267.0,-158.0,-229.0,-688.0,-709.0,596.0,-109.0,-280.0,-491.0,-497.0,-713.0,-177.0,-511.0,-420.0,-798.0,-424.0,-733.0,-1001.0
'DAC_CURRENT_GAIN_12',-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-675.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0,-674.0
'DAC_CURRENT_OFFSET_12',19.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
'DAC_VOLTAGE_GAIN_13',-232877.0,-232901.0,-232903.0,-233022.0,-233020.0,-232999.0,-232997.0,-233006.0,-233004.0,-232980.0,-232983.0,-232980.0,-232976.0,-232972.0,-232972.0,-232977.0,-232975.0,-232964.0,-232884.0,-232889.0
'DAC_VOLTAGE_OFFSET_13',-4757.0,-4984.0,-4948.0,-5846.0,-5831.0,-5677.0,-5715.0,-5696.0,-5749.0,-5519.0,-5560.0,-5567.0,-5492.0,-5501.0,-5556.0,-5550.0,-5523.0,-5378.0,-4702.0,-4762.0
'ADC_U_LOAD_GAIN_13',431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,432.0,431.0
'ADC_U_LOAD_OFFSET_13',1048.0,1073.0,1098.0,1150.0,1149.0,1077.0,1118.0,1106.0,1127.0,1110.0,1163.0,1080.0,1122.0,1097.0,1165.0,1177.0,1095.0,1174.0,1116.0,1073.0
'ADC_U_REGULATOR_GAIN_13',434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0
'ADC_U_REGULATOR_OFFSET_13',104.0,51.0,57.0,143.0,131.0,147.0,142.0,151.0,138.0,102.0,94.0,135.0,112.0,138.0,125.0,92.0,140.0,130.0,95.0,72.0
'ADC_I_MON_GAIN_13',-11974451.0,-11981041.0,-11962617.0,-11963082.0,-11966370.0,-11972143.0,-11964541.0,-11971301.0,-11970727.0,-11972275.0,-11959718.0,-11962230.0,-11966941.0,-11968412.0,-11967359.0,-11968128.0,-11961734.0,-11968186.0,-11975589.0,-11974963.0
'ADC_I_MON_OFFSET_13',4541.0,4503.0,4445.0,4531.0,4543.0,4427.0,4347.0,4460.0,4484.0,4427.0,4440.0,4444.0,4410.0,4463.0,4489.0,4458.0,4471.0,4391.0,4324.0,4366.0
'DAC_CURRENT_GAIN_13',10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
'DAC_CURRENT_OFFSET_13',11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
'DAC_VOLTAGE_GAIN_14',-21470.0,-21473.0,-21473.0,-21483.0,-21483.0,-21481.0,-21481.0,-21481.0,-21482.0,-21479.0,-21480.0,-21480.0,-21479.0,-21479.0,-21479.0,-21479.0,-21479.0,-21478.0,-21471.0,-21471.0
'DAC_VOLTAGE_OFFSET_14',-182.0,-211.0,-210.0,-315.0,-308.0,-293.0,-287.0,-293.0,-293.0,-269.0,-271.0,-271.0,-270.0,-269.0,-266.0,-269.0,-266.0,-257.0,-180.0,-186.0
'ADC_U_LOAD_GAIN_14',2606.0,2605.0,2606.0,2604.0,2605.0,2605.0,2604.0,2605.0,2605.0,2606.0,2605.0,2605.0,2605.0,2605.0,2605.0,2606.0,2605.0,2605.0,2606.0,2606.0
'ADC_U_LOAD_OFFSET_14',-464.0,-478.0,-466.0,-450.0,-435.0,-456.0,-507.0,-448.0,-413.0,-427.0,-457.0,-466.0,-483.0,-443.0,-475.0,-427.0,-462.0,-480.0,-503.0,-495.0
'ADC_U_REGULATOR_GAIN_14',2591.0,2591.0,2592.0,2590.0,2590.0,2590.0,2591.0,2590.0,2590.0,2591.0,2591.0,2591.0,2591.0,2590.0,2591.0,2590.0,2591.0,2590.0,2592.0,2591.0
'ADC_U_REGULATOR_OFFSET_14',-423.0,-435.0,-395.0,-414.0,-394.0,-397.0,-395.0,-412.0,-404.0,-374.0,-368.0,-389.0,-397.0,-422.0,-411.0,-429.0,-395.0,-434.0,-425.0,-463.0
'ADC_I_MON_GAIN_14',-297120.0,-296554.0,-297565.0,-296703.0,-297152.0,-297235.0,-296614.0,-297564.0,-296563.0,-297409.0,-297483.0,-297799.0,-296782.0,-297289.0,-297715.0,-297109.0,-297392.0,-296654.0,-297509.0,-296965.0
'ADC_I_MON_OFFSET_14',1573.0,1869.0,2249.0,2004.0,1812.0,1769.0,1759.0,1717.0,2155.0,1877.0,1936.0,1898.0,2046.0,2221.0,2242.0,2352.0,1893.0,1829.0,1774.0,2147.0
'DAC_CURRENT_GAIN_14',666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0
'DAC_CURRENT_OFFSET_14',-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-74.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
'DAC_VOLTAGE_GAIN_15',43844.0,43845.0,43845.0,43850.0,43851.0,43850.0,43850.0,43850.0,43851.0,43850.0,43850.0,43850.0,43849.0,43849.0,43849.0,43850.0,43850.0,43850.0,43845.0,43846.0
'DAC_VOLTAGE_OFFSET_15',629.0,577.0,576.0,369.0,374.0,414.0,432.0,409.0,404.0,456.0,450.0,451.0,465.0,465.0,461.0,452.0,464.0,490.0,637.0,621.0
'ADC_U_LOAD_GAIN_15',1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1820.0,1819.0
'ADC_U_LOAD_OFFSET_15',-560.0,-583.0,-600.0,-530.0,-545.0,-570.0,-546.0,-573.0,-540.0,-565.0,-565.0,-569.0,-571.0,-592.0,-571.0,-583.0,-569.0,-547.0,-602.0,-621.0
'ADC_U_REGULATOR_GAIN_15',1808.0,1809.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0
'ADC_U_REGULATOR_OFFSET_15',-578.0,-636.0,-548.0,-553.0,-525.0,-557.0,-555.0,-518.0,-510.0,-557.0,-525.0,-556.0,-565.0,-569.0,-554.0,-547.0,-548.0,-552.0,-581.0,-589.0
'ADC_I_MON_GAIN_15',-295508.0,-295892.0,-295566.0,-296285.0,-296401.0,-296344.0,-296371.0,-295407.0,-296270.0,-297176.0,-296304.0,-296117.0,-295714.0,-296638.0,-296072.0,-296859.0,-296184.0,-296154.0,-296556.0,-296268.0
'ADC_I_MON_OFFSET_15',27.0,436.0,-8.0,975.0,135.0,281.0,65.0,516.0,498.0,450.0,303.0,-1.0,495.0,60.0,-33.0,580.0,723.0,-75.0,339.0,-25.0
'DAC_CURRENT_GAIN_15',-669.0,-669.0,-669.0,-669.0,-669.0,-669.0,-670.0,-669.0,-669.0,-669.0,-669.0,-669.0,-669.0,-669.0,-669.0,-669.0,-669.0,-670.0,-669.0,-669.0
'DAC_CURRENT_OFFSET_15',-35.0,-35.0,-35.0,-36.0,-36.0,-35.0,-35.0,-36.0,-36.0,-35.0,-36.0,-36.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
'DAC_VOLTAGE_GAIN_16',-41571.0,-41573.0,-41573.0,-41584.0,-41584.0,-41582.0,-41583.0,-41583.0,-41583.0,-41581.0,-41581.0,-41581.0,-41580.0,-41580.0,-41580.0,-41581.0,-41581.0,-41580.0,-41572.0,-41572.0
'DAC_VOLTAGE_OFFSET_16',640975.0,640943.0,640946.0,640895.0,640900.0,640913.0,640927.0,640916.0,640914.0,640933.0,640934.0,640936.0,640934.0,640936.0,640935.0,640938.0,640940.0,640953.0,640981.0,640973.0
'ADC_U_LOAD_GAIN_16',2757.0,2757.0,2757.0,2756.0,2756.0,2757.0,2756.0,2756.0,2756.0,2757.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2757.0,2757.0
'ADC_U_LOAD_OFFSET_16',-585.0,-556.0,-566.0,-522.0,-489.0,-503.0,-517.0,-536.0,-539.0,-500.0,-561.0,-520.0,-551.0,-558.0,-529.0,-518.0,-528.0,-565.0,-615.0,-557.0
'ADC_U_REGULATOR_GAIN_16',3048.0,3047.0,3047.0,3046.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3046.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3048.0
'ADC_U_REGULATOR_OFFSET_16',-651.0,-637.0,-626.0,-549.0,-562.0,-566.0,-578.0,-574.0,-565.0,-587.0,-554.0,-588.0,-591.0,-604.0,-586.0,-632.0,-592.0,-624.0,-641.0,-636.0
'ADC_I_MON_GAIN_16',-295024.0,-294175.0,-295823.0,-295663.0,-295284.0,-294885.0,-295206.0,-294715.0,-293988.0,-294555.0,-294315.0,-295051.0,-295420.0,-294439.0,-295179.0,-294788.0,-295153.0,-295061.0,-295538.0,-294986.0
'ADC_I_MON_OFFSET_16',-1256.0,-1856.0,-2076.0,-2040.0,-1884.0,-1817.0,-2086.0,-1356.0,-1615.0,-1674.0,-1754.0,-1894.0,-1833.0,-947.0,-1551.0,-2008.0,-1972.0,-2125.0,-1404.0,-1720.0
'DAC_CURRENT_GAIN_16',661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0
'DAC_CURRENT_OFFSET_16',-23.0,-23.0,-23.0,-23.0,-23.0,-24.0,-24.0,-23.0,-24.0,-23.0,-24.0,-23.0,-23.0,-23.0,-23.0,-23.0,-24.0,-24.0,-23.0,-23.0
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
'DAC_VOLTAGE_GAIN_17',-41560.0,-41562.0,-41562.0,-41573.0,-41573.0,-41571.0,-41571.0,-41572.0,-41572.0,-41570.0,-41570.0,-41570.0,-41569.0,-41569.0,-41569.0,-41570.0,-41569.0,-41569.0,-41560.0,-41561.0
'DAC_VOLTAGE_OFFSET_17',640661.0,640627.0,640635.0,640581.0,640584.0,640603.0,640615.0,640603.0,640600.0,640619.0,640616.0,640623.0,640624.0,640619.0,640624.0,640623.0,640629.0,640651.0,640667.0,640664.0
'ADC_U_LOAD_GAIN_17',2757.0,2756.0,2757.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2757.0,2757.0
'ADC_U_LOAD_OFFSET_17',-545.0,-567.0,-558.0,-480.0,-476.0,-544.0,-542.0,-533.0,-532.0,-548.0,-520.0,-524.0,-525.0,-517.0,-534.0,-528.0,-543.0,-535.0,-612.0,-566.0
'ADC_U_REGULATOR_GAIN_17',3048.0,3047.0,3048.0,3047.0,3046.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3046.0,3047.0,3047.0,3048.0,3048.0
'ADC_U_REGULATOR_OFFSET_17',-641.0,-607.0,-606.0,-545.0,-535.0,-552.0,-585.0,-575.0,-576.0,-590.0,-571.0,-599.0,-579.0,-577.0,-586.0,-610.0,-586.0,-602.0,-635.0,-633.0
'ADC_I_MON_GAIN_17',-294674.0,-296144.0,-294477.0,-295426.0,-294248.0,-294409.0,-295114.0,-294984.0,-295598.0,-294973.0,-295352.0,-294829.0,-294830.0,-295474.0,-295338.0,-296001.0,-295776.0,-295815.0,-295200.0,-295027.0
'ADC_I_MON_OFFSET_17',-346.0,-1183.0,-421.0,-609.0,-429.0,-292.0,-929.0,-457.0,-724.0,-228.0,-349.0,-687.0,-388.0,-226.0,-439.0,-646.0,-291.0,-442.0,-556.0,-907.0
'DAC_CURRENT_GAIN_17',661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0
'DAC_CURRENT_OFFSET_17',-34.0,-34.0,-34.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-34.0,-34.0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
'DAC_VOLTAGE_GAIN_18',-41562.0,-41564.0,-41564.0,-41576.0,-41576.0,-41574.0,-41574.0,-41574.0,-41574.0,-41572.0,-41573.0,-41572.0,-41571.0,-41572.0,-41572.0,-41572.0,-41572.0,-41571.0,-41563.0,-41563.0
'DAC_VOLTAGE_OFFSET_18',640922.0,640886.0,640893.0,640844.0,640847.0,640863.0,640870.0,640862.0,640859.0,640874.0,640876.0,640881.0,640879.0,640880.0,640884.0,640879.0,640885.0,640903.0,640926.0,640923.0
'ADC_U_LOAD_GAIN_18',2756.0,2756.0,2756.0,2756.0,2756.0,2755.0,2756.0,2756.0,2756.0,2756.0,2755.0,2756.0,2755.0,2755.0,2755.0,2756.0,2756.0,2755.0,2757.0,2756.0
'ADC_U_LOAD_OFFSET_18',-637.0,-622.0,-596.0,-546.0,-555.0,-551.0,-513.0,-547.0,-567.0,-560.0,-609.0,-571.0,-573.0,-559.0,-574.0,-566.0,-569.0,-599.0,-619.0,-642.0
'ADC_U_REGULATOR_GAIN_18',3048.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3046.0,3047.0,3047.0,3047.0,3047.0,3047.0,3048.0,3048.0
'ADC_U_REGULATOR_OFFSET_18',-631.0,-618.0,-606.0,-566.0,-580.0,-571.0,-576.0,-583.0,-554.0,-588.0,-573.0,-595.0,-622.0,-568.0,-600.0,-594.0,-586.0,-599.0,-635.0,-654.0
'ADC_I_MON_GAIN_18',-296330.0,-295466.0,-295831.0,-295869.0,-295395.0,-294194.0,-295163.0,-296245.0,-295124.0,-294608.0,-294373.0,-295869.0,-294884.0,-294479.0,-295471.0,-294906.0,-295441.0,-295818.0,-295090.0,-294739.0
'ADC_I_MON_OFFSET_18',-199.0,-763.0,-495.0,-575.0,-548.0,-348.0,-328.0,-786.0,217.0,-263.0,-363.0,-446.0,-482.0,-156.0,212.0,-248.0,-369.0,-77.0,-656.0,-192.0
'DAC_CURRENT_GAIN_18',659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0
'DAC_CURRENT_OFFSET_18',36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,36.0,36.0
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
'DAC_VOLTAGE_GAIN_19',-41584.0,-41586.0,-41586.0,-41597.0,-41597.0,-41596.0,-41596.0,-41596.0,-41596.0,-41594.0,-41594.0,-41594.0,-41593.0,-41593.0,-41594.0,-41594.0,-41594.0,-41593.0,-41585.0,-41586.0
'DAC_VOLTAGE_OFFSET_19',641159.0,641124.0,641132.0,641081.0,641087.0,641102.0,641113.0,641105.0,641102.0,641119.0,641120.0,641122.0,641122.0,641120.0,641123.0,641119.0,641126.0,641153.0,641170.0,641169.0
'ADC_U_LOAD_GAIN_19',2756.0,2756.0,2756.0,2755.0,2755.0,2756.0,2755.0,2755.0,2756.0,2756.0,2756.0,2756.0,2755.0,2756.0,2755.0,2755.0,2755.0,2756.0,2756.0,2756.0
'ADC_U_LOAD_OFFSET_19',-647.0,-611.0,-639.0,-569.0,-588.0,-578.0,-570.0,-577.0,-571.0,-611.0,-587.0,-571.0,-616.0,-596.0,-613.0,-593.0,-581.0,-607.0,-631.0,-656.0
'ADC_U_REGULATOR_GAIN_19',3048.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3047.0,3048.0,3048.0
'ADC_U_REGULATOR_OFFSET_19',-665.0,-646.0,-657.0,-573.0,-560.0,-597.0,-582.0,-592.0,-577.0,-603.0,-591.0,-590.0,-611.0,-613.0,-594.0,-582.0,-611.0,-621.0,-643.0,-643.0
'ADC_I_MON_GAIN_19',-294762.0,-294728.0,-295213.0,-294898.0,-295494.0,-294405.0,-295562.0,-294671.0,-294964.0,-294595.0,-295367.0,-294032.0,-295748.0,-295257.0,-294515.0,-294780.0,-294543.0,-294691.0,-294881.0,-295231.0
'ADC_I_MON_OFFSET_19',-480.0,-727.0,-832.0,-522.0,-281.0,-422.0,-815.0,-461.0,-172.0,-435.0,-138.0,-527.0,-258.0,-432.0,-745.0,-352.0,-491.0,-1.0,-260.0,-557.0
'DAC_CURRENT_GAIN_19',664.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0
'DAC_CURRENT_OFFSET_19',27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
'DAC_VOLTAGE_GAIN_20',55700.0,55697.0,55697.0,55711.0,55711.0,55710.0,55710.0,55710.0,55711.0,55709.0,55709.0,55710.0,55708.0,55707.0,55708.0,55709.0,55708.0,55704.0,55700.0,55700.0
'DAC_VOLTAGE_OFFSET_20',820.0,818.0,823.0,504.0,509.0,552.0,560.0,545.0,541.0,588.0,588.0,594.0,607.0,624.0,619.0,593.0,621.0,680.0,817.0,820.0
'ADC_U_LOAD_GAIN_20',1480.0,1481.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1481.0,1480.0,1480.0,1481.0,1481.0,1481.0,1480.0,1480.0,1480.0,1481.0,1480.0,1480.0
'ADC_U_LOAD_OFFSET_20',-652.0,-685.0,-646.0,-619.0,-630.0,-643.0,-627.0,-647.0,-671.0,-626.0,-650.0,-679.0,-680.0,-642.0,-657.0,-675.0,-674.0,-688.0,-665.0,-651.0
'ADC_U_REGULATOR_GAIN_20',1480.0,1480.0,1480.0,1480.0,1479.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0
'ADC_U_REGULATOR_OFFSET_20',-772.0,-735.0,-697.0,-713.0,-667.0,-710.0,-726.0,-726.0,-732.0,-769.0,-714.0,-701.0,-710.0,-742.0,-751.0,-736.0,-688.0,-722.0,-775.0,-759.0
'ADC_I_MON_GAIN_20',-294170.0,-294622.0,-294763.0,-294178.0,-294329.0,-294794.0,-295640.0,-295466.0,-294487.0,-293861.0,-294295.0,-295349.0,-296066.0,-293698.0,-293847.0,-295490.0,-294125.0,-294855.0,-296256.0,-295151.0
'ADC_I_MON_OFFSET_20',812.0,758.0,1220.0,290.0,372.0,547.0,251.0,755.0,444.0,701.0,613.0,785.0,541.0,462.0,904.0,402.0,610.0,-157.0,600.0,596.0
'DAC_CURRENT_GAIN_20',-671.0,-671.0,-671.0,-671.0,-672.0,-672.0,-672.0,-672.0,-672.0,-672.0,-672.0,-672.0,-672.0,-672.0,-671.0,-672.0,-671.0,-672.0,-672.0,-672.0
'DAC_CURRENT_OFFSET_20',-34.0,-34.0,-34.0,-35.0,-35.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
'DAC_VOLTAGE_GAIN_21',-43035.0,-43037.0,-43038.0,-43051.0,-43051.0,-43048.0,-43048.0,-43049.0,-43049.0,-43046.0,-43047.0,-43047.0,-43045.0,-43045.0,-43046.0,-43046.0,-43046.0,-43044.0,-43035.0,-43036.0
'DAC_VOLTAGE_OFFSET_21',-521.0,-572.0,-572.0,-758.0,-753.0,-719.0,-706.0,-722.0,-727.0,-681.0,-686.0,-682.0,-671.0,-672.0,-673.0,-682.0,-675.0,-643.0,-522.0,-531.0
'ADC_U_LOAD_GAIN_21',2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2554.0,2556.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2556.0,2556.0
'ADC_U_LOAD_OFFSET_21',-580.0,-568.0,-594.0,-501.0,-502.0,-472.0,-513.0,-532.0,-540.0,-472.0,-535.0,-509.0,-515.0,-546.0,-532.0,-528.0,-547.0,-553.0,-541.0,-556.0
'ADC_U_REGULATOR_GAIN_21',2555.0,2555.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2555.0,2555.0,2555.0,2553.0,2555.0,2554.0,2554.0,2555.0,2555.0
'ADC_U_REGULATOR_OFFSET_21',-689.0,-659.0,-693.0,-657.0,-604.0,-636.0,-642.0,-626.0,-661.0,-648.0,-615.0,-570.0,-596.0,-596.0,-708.0,-597.0,-643.0,-640.0,-664.0,-709.0
'ADC_I_MON_GAIN_21',-295341.0,-295246.0,-295647.0,-294888.0,-294705.0,-296092.0,-297098.0,-294696.0,-296488.0,-295714.0,-295758.0,-296293.0,-294193.0,-293294.0,-294000.0,-294915.0,-294517.0,-294811.0,-296216.0,-294732.0
'ADC_I_MON_OFFSET_21',-1139.0,-819.0,-368.0,-650.0,-1022.0,-442.0,-313.0,-794.0,-1225.0,-980.0,-702.0,-796.0,-491.0,-758.0,-1329.0,-1339.0,-881.0,-820.0,-188.0,-781.0
'DAC_CURRENT_GAIN_21',655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0,655.0
