'Date',2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25,2022-11-25
'DAC_CURRENT_OFFSET_21',-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
'DAC_VOLTAGE_GAIN_22',-43048.0,-43050.0,-43050.0,-43064.0,-43064.0,-43061.0,-43061.0,-43062.0,-43062.0,-43059.0,-43060.0,-43060.0,-43058.0,-43058.0,-43059.0,-43059.0,-43059.0,-43057.0,-43048.0,-43049.0
'DAC_VOLTAGE_OFFSET_22',-478.0,-527.0,-524.0,-711.0,-707.0,-667.0,-661.0,-679.0,-681.0,-639.0,-641.0,-639.0,-630.0,-624.0,-630.0,-633.0,-627.0,-594.0,-479.0,-482.0
'ADC_U_LOAD_GAIN_22',2555.0,2555.0,2556.0,2555.0,2555.0,2555.0,2555.0,2555.0,2554.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2556.0,2556.0,2556.0
'ADC_U_LOAD_OFFSET_22',-600.0,-538.0,-530.0,-505.0,-513.0,-516.0,-482.0,-488.0,-566.0,-509.0,-571.0,-538.0,-520.0,-539.0,-551.0,-508.0,-536.0,-519.0,-545.0,-561.0
'ADC_U_REGULATOR_GAIN_22',2555.0,2555.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2555.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2555.0,2555.0
'ADC_U_REGULATOR_OFFSET_22',-681.0,-657.0,-680.0,-587.0,-609.0,-631.0,-632.0,-620.0,-595.0,-654.0,-575.0,-678.0,-649.0,-626.0,-666.0,-632.0,-617.0,-645.0,-649.0,-637.0
'ADC_I_MON_GAIN_22',-292676.0,-294404.0,-293487.0,-294968.0,-295069.0,-295014.0,-295430.0,-293492.0,-294394.0,-295532.0,-294213.0,-295586.0,-294713.0,-296792.0,-294599.0,-293763.0,-295560.0,-295372.0,-295180.0,-295674.0
'ADC_I_MON_OFFSET_22',-2790.0,-2260.0,-2281.0,-2146.0,-2843.0,-2271.0,-2389.0,-1686.0,-2755.0,-1847.0,-2635.0,-2518.0,-2405.0,-1778.0,-2021.0,-2163.0,-2359.0,-2481.0,-2074.0,-2207.0
'DAC_CURRENT_GAIN_22',661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0
'DAC_CURRENT_OFFSET_22',5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
'DAC_VOLTAGE_GAIN_23',55717.0,55714.0,55714.0,55728.0,55728.0,55727.0,55727.0,55727.0,55727.0,55726.0,55725.0,55725.0,55724.0,55725.0,55725.0,55726.0,55725.0,55721.0,55718.0,55717.0
'DAC_VOLTAGE_OFFSET_23',782.0,782.0,782.0,472.0,479.0,523.0,531.0,512.0,509.0,557.0,570.0,576.0,585.0,588.0,588.0,559.0,586.0,662.0,780.0,781.0
'ADC_U_LOAD_GAIN_23',1481.0,1481.0,1481.0,1480.0,1481.0,1481.0,1480.0,1481.0,1480.0,1480.0,1481.0,1480.0,1481.0,1481.0,1480.0,1480.0,1480.0,1481.0,1480.0,1481.0
'ADC_U_LOAD_OFFSET_23',-771.0,-749.0,-787.0,-679.0,-730.0,-741.0,-685.0,-742.0,-706.0,-698.0,-769.0,-716.0,-737.0,-755.0,-723.0,-690.0,-711.0,-728.0,-728.0,-776.0
'ADC_U_REGULATOR_GAIN_23',1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0
'ADC_U_REGULATOR_OFFSET_23',-816.0,-753.0,-823.0,-732.0,-773.0,-748.0,-756.0,-774.0,-752.0,-748.0,-778.0,-762.0,-750.0,-808.0,-757.0,-729.0,-732.0,-727.0,-763.0,-790.0
'ADC_I_MON_GAIN_23',-295174.0,-294672.0,-296007.0,-294755.0,-295168.0,-295355.0,-294146.0,-296143.0,-295435.0,-294720.0,-294956.0,-294841.0,-294656.0,-296263.0,-295133.0,-295948.0,-296455.0,-295697.0,-294682.0,-293897.0
'ADC_I_MON_OFFSET_23',1062.0,537.0,390.0,397.0,-179.0,-724.0,689.0,-194.0,-35.0,-846.0,-27.0,-109.0,-65.0,-68.0,515.0,-210.0,183.0,122.0,-50.0,-300.0
'DAC_CURRENT_GAIN_23',-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0,-670.0
'DAC_CURRENT_OFFSET_23',6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0
