11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
'DAC_VOLTAGE_GAIN_11',1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
'DAC_VOLTAGE_OFFSET_11',27.0,29.0,29.0,45.0,44.0,40.0,39.0,41.0,41.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,33.0,27.0,27.0
'ADC_U_LOAD_GAIN_11',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'ADC_U_LOAD_OFFSET_11',9.0,9.0,10.0,10.0,10.0,10.0,11.0,12.0,11.0,9.0,10.0,10.0,11.0,11.0,10.0,12.0,9.0,10.0,9.0,10.0
'ADC_U_REGULATOR_GAIN_11',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'ADC_U_REGULATOR_OFFSET_11',10.0,10.0,11.0,11.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,8.0,10.0,8.0,9.0,9.0
'ADC_I_MON_GAIN_11',144.0,64.0,75.0,77.0,103.0,88.0,119.0,101.0,94.0,121.0,147.0,156.0,115.0,146.0,143.0,129.0,134.0,93.0,109.0,130.0
'ADC_I_MON_OFFSET_11',79.0,36.0,42.0,43.0,57.0,49.0,63.0,57.0,54.0,66.0,83.0,86.0,65.0,79.0,79.0,71.0,73.0,51.0,62.0,71.0
'DAC_CURRENT_GAIN_11',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'DAC_CURRENT_OFFSET_11',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
'DAC_VOLTAGE_GAIN_12',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
'DAC_VOLTAGE_OFFSET_12',13.0,15.0,15.0,29.0,28.0,26.0,25.0,26.0,26.0,23.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,20.0,13.0,13.0
'ADC_U_LOAD_GAIN_12',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'ADC_U_LOAD_OFFSET_12',11.0,13.0,14.0,17.0,15.0,16.0,12.0,13.0,17.0,11.0,13.0,17.0,15.0,13.0,15.0,14.0,15.0,12.0,12.0,14.0
'ADC_U_REGULATOR_GAIN_12',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'ADC_U_REGULATOR_OFFSET_12',15.0,14.0,15.0,14.0,16.0,15.0,14.0,15.0,16.0,17.0,15.0,16.0,13.0,16.0,17.0,15.0,14.0,14.0,13.0,15.0
'ADC_I_MON_GAIN_12',456.0,374.0,392.0,373.0,352.0,262.0,239.0,260.0,276.0,288.0,330.0,359.0,392.0,400.0,365.0,380.0,377.0,245.0,350.0,341.0
'ADC_I_MON_OFFSET_12',222.0,188.0,194.0,184.0,172.0,133.0,119.0,133.0,138.0,145.0,159.0,173.0,188.0,197.0,176.0,191.0,189.0,123.0,168.0,172.0
