0 2.33024 -76 41 0
40 2.62262 -86 41 0
80 5.24515 -163 40 0
120 7.86594 -240 39 0
160 10.4853 -318 36 0
200 13.1051 -396 35 0
240 15.7241 -476 34 0
280 18.3437 -551 31 0
320 20.9644 -629 30 0
360 23.586 -706 29 0
400 26.2069 -784 26 0
440 28.8276 -863 24 0
480 31.4503 -939 23 0
520 34.0714 -1016 21 0
560 36.6918 -1094 19 0
600 39.3138 -1175 18 0
640 41.9571 -1252 17 0
680 44.5794 -1330 14 0
720 47.2019 -1407 13 0
760 49.8238 -1485 12 0
800 52.4481 -1563 9 0
840 55.0698 -1641 9 0
880 57.6942 -1718 6 0
920 60.3186 -1798 4 0
960 62.9442 -1875 4 0
1000 65.5696 -1953 1 0
1040 68.1937 -2032 1 0
1080 70.8182 -2109 -1 0
1120 73.4445 -2187 -1 0
1160 76.0687 -2266 -3 0
1200 78.6948 -2343 -6 0
1240 81.3215 -2423 -7 0
1280 83.9685 -2500 -8 0
1320 86.5938 -2578 -9 0
1360 89.2198 -2656 -12 0
1400 91.8447 -2733 -13 0
1440 94.4735 -2812 -15 0
1480 97.1003 -2890 -17 0
1520 99.7258 -2967 -18 0
1560 102.355 -3046 -20 0
1600 104.951 -3126 -21 0
1640 107.576 -3203 -23 0
1680 110.204 -3281 -24 0
1720 112.829 -3358 -26 0
1760 115.458 -3437 -28 0
1800 118.084 -3514 -31 0
1840 120.712 -3593 -31 0
1880 123.359 -3671 -32 0
1920 125.992 -3750 -34 0
1960 128.625 -3829 -35 0
2000 131.251 -3907 -39 0
2040 133.882 -3985 -40 0
2080 136.511 -4062 -41 0
2120 139.139 -4141 -42 0
2160 141.767 -4219 -45 0
2200 144.399 -4298 -47 0
2240 147.028 -4376 -48 0
2280 149.657 -4453 -50 0
2320 152.288 -4532 -51 0
2360 154.919 -4610 -52 0
2400 157.548 -4688 -54 0
2440 160.179 -4768 -56 0
2480 162.811 -4844 -57 0
2520 165.462 -4925 -59 0
2560 168.092 -5000 -61 0
2600 170.724 -5000 -62 0
2640 173.354 -5000 -64 0
2680 175.986 -5000 -67 0
2720 178.619 -5000 -68 0
2760 181.252 -5000 -70 0
2800 183.884 -5000 -69 0
2840 186.516 -5000 -73 0
2880 189.151 -5000 -74 0
2920 191.783 -5000 -75 0
2960 194.415 -5000 -78 0
3000 197.05 -5000 -80 0
3040 199.679 -5000 -80 0
3080 202.309 -5000 -83 0
3120 204.946 -5000 -84 0
3160 207.605 -5000 -84 0
3200 210.239 -5000 -87 0
3240 212.872 -5000 -89 0
3280 215.504 -5000 -91 0
3320 218.142 -5000 -92 0
3360 220.775 -5000 -93 0
3400 223.405 -5000 -95 0
3440 226.04 -5000 -97 0
3480 228.675 -5000 -98 0
3520 231.312 -5000 -100 0
3560 233.945 -5000 -102 0
3600 236.582 -5000 -102 0
3640 239.215 -5000 -104 0
3680 241.847 -5000 -106 0
3720 244.486 -5000 -108 0
3760 247.143 -5000 -109 0
3800 249.778 -5000 -112 0
3840 252.417 -5000 -113 0
3880 255.049 -5000 -115 0
3920 257.684 -5000 -117 0
3960 260.32 -5000 -118 0
