0 -32.5392 29 -4 0
36.25 -32.5238 28 -4 0
72.5 -69.5897 65 -4 0
108.75 -106.603 101 -4 0
145 -144.783 140 -3 0
181.25 -181.664 175 -4 0
217.5 -218.466 214 -2 0
253.75 -254.903 250 -4 0
290 -292.861 289 -4 0
326.25 -329.526 322 -4 0
362.5 -366.141 357 -4 0
398.75 -402.718 395 -4 0
435 -439.253 432 -4 0
471.25 -476.7 469 -4 0
507.5 -513.197 505 -3 0
543.75 -549.623 541 -4 0
580 -586.949 578 -6 0
616.25 -623.323 615 -6 0
652.5 -659.679 651 -4 0
688.75 -695.988 689 -4 0
725 -733.201 723 -2 0
761.25 -769.47 759 -4 0
797.5 -805.721 797 -4 0
833.75 -841.916 832 -4 0
870 -878.087 870 -3 0
906.25 -915.18 905 -3 0
942.5 -951.322 939 -4 0
978.75 -987.438 979 -4 0
1015 -1023.55 1014 -4 0
1051.25 -1060.55 1051 -3 0
1087.5 -1096.59 1083 -6 0
1123.75 -1132.62 1121 -4 0
1160 -1169.53 1158 -3 0
1196.25 -1205.51 1195 -4 0
1232.5 -1241.47 1230 -4 0
1268.75 -1277.43 1265 -4 0
1305 -1314.29 1302 -4 0
1341.25 -1350.19 1339 -4 0
1377.5 -1386.07 1373 -3 0
1413.75 -1421.93 1408 -3 0
1450 -1459 1446 -4 0
1486.25 -1494.81 1483 -4 0
1522.5 -1528.85 1518 -3 0
1558.75 -1564.96 1555 -4 0
1595 -1602.32 1589 -4 0
1631.25 -1638.34 1624 -4 0
1667.5 -1674.25 1660 -3 0
1703.75 -1710.06 1696 -4 0
1740 -1745.87 1732 -4 0
1776.25 -1782.51 1768 -4 0
1812.5 -1818.21 1804 -6 0
1848.75 -1853.87 1840 -4 0
1885 -1889.55 1876 -6 0
1921.25 -1926.15 1912 -4 0
1957.5 -1961.74 1947 -4 0
1993.75 -1997.3 1981 -4 0
2030 -2032.88 2016 -3 0
2066.25 -2069.34 2053 -6 0
2102.5 -2104.84 2089 -4 0
2138.75 -2140.33 2128 -3 0
2175 -2176.7 2163 -3 0
2211.25 -2212.17 2198 -3 0
2247.5 -2247.59 2232 -4 0
2283.75 -2283.03 2268 -4 0
2320 -2319.3 2302 -4 0
2356.25 -2354.72 2340 -4 0
2392.5 -2390.04 2376 -6 0
2428.75 -2425.39 2409 -3 0
2465 -2461.59 2447 -4 0
2501.25 -2496.92 2481 -4 0
2537.5 -2532.24 2518 -3 0
2573.75 -2567.53 2553 -3 0
2610 -2603.67 2589 -4 0
2646.25 -2638.93 2623 -4 0
2682.5 -2674.14 2658 -6 0
2718.75 -2709.32 2696 -4 0
2755 -2745.67 2731 -6 0
2791.25 -2780.54 2768 -4 0
2827.5 -2815.74 2802 -3 0
2863.75 -2850.84 2836 -4 0
